Date,Turtle,Trap_Type,Species,Pit_ID,New_Recap,Sex,Age,Mass,Carapace_L,Carapace_W,Carapace_H,Plastron_L,Pond,Pond_Loc,Bait_Type,Notes,Observer
7/10/2003,188.001,bask-p,Cp,430E6F734D,NULL,F,8+,200,116,88,46,113,ART,"South Inlet",NULL,"dorsal disalignment                                                                                                                       Migrant - in ALM 16 Sep 04",Karrmann
9/16/2004,188.002,bask-p,Cp,430E6F734D,R,F,10+,293,131,97,51,128,ALM,BMI,NULL,"Migrant - in ART 10 Jul 03",Karrmann
6/1/2002,189.001,Hoop,Cp,430E71096B,N,M,NULL,271,134,95,44,NULL,ALM,"Swamp Trail Inlet",NULL,"pit added 02 JUN 03",Karrmann
5/4/2003,189.002,Hoop,Cp,430E71096B,R,M,W,282,134,95,44,123,ALM,"Dam NW corner",NULL,NULL,Karrmann
5/25/2003,189.003,bask-p,Cp,430E71096B,R,M,W,278,134,95,44,123,ALM,"Arthur's Inlet",NULL,NULL,Karrmann
7/19/2003,189.004,Hoop,Cp,430E71096B,R,M,W,277,135,97,44,125,ALM,BMI,NULL,NULL,"Karrmann\ Schuster"
7/20/2003,189.005,bask-p,Cp,430E71096B,R,M,W,278,136,96,45,124,ALM,BMI,NULL,NULL,Karrmann
7/18/2006,189.006,Hoop,Cp,430E71096B,R,M,A,285,135,98,45,122,ALM,"Arthur's Inlet",NULL,NULL,NULL
7/15/2008,189.007,Hoop,Cp,430E71096B,R,M,A,294,136,90,45,124,ALM,"Sweet Spot",NULL,NULL,NULL
8/5/2008,189.008,Hoop,Cp,430E71096B,R,M,A,299,130,95,43,118,ALM,"Picknic rock",NULL,NULL,NULL
9/7/2002,190.001,bask-p,Cp,430E752D7E,N,F,W,172,108,82,41,105,ALM,BMI,NULL,"Scute damage right side RC1-2-3- marginal 5 and 7-6 plastral R4- possible predator bite over right bridge--dorsal scutes aligned as midland- but no plastral blotching - PIT added 02 Jun 03",Karrmann
9/28/2002,190.002,bask-p,Cp,430E752D7E,R,F,W,180,107,82,42,105,ALM,BMI,NULL,"Damage on right plates; see notes for earlier capture - PIT added 02 Jun 03",Karrmann
5/10/2003,190.003,Hoop,Cp,430E752D7E,R,F,8+,178,108,84,44,105,ALM,"Dam NW corner",NULL,"Dorsal offset 4-5mm",Karrmann
6/25/2004,191.001,Hoop,Cp,4310375B55,N,F,W,449,150,110,57,145,ALM,BMI,NULL,"TAIL IS AMPUTATED (old injury)",Karrmann
9/1/2004,191.002,bask-m,Cp,4310375B55,R,F,W,464,156,110,57,144,ALM,BMI,NULL,NULL,Karrmann
9/26/2004,191.003,bask-m,Cp,4310375B55,R,F,W,469,155,110,57,143,ALM,BMI,NULL,NULL,Karrmann
9/15/2002,192.001,bask-p,Cp,4310430B44,N,F,W,314,134,103,48,124,ALM,BMI,NULL,"Midlandish scutes; old- worn saw notches PIT added 04 SEP 03",Karrmann
8/17/2003,192.002,Hoop,Cp,4310430B44,R,F,W,306,135,104,48,125,ALM,BMI,NULL,"Turtles surface basking",Karrmann
8/14/2004,192.003,Hoop,Cp,4310430B44,R,F,W,303,135,105,46,125,ALM,BMI,NULL,NULL,Karrmann
5/4/2003,193.001,Hoop,Cp,4310471B36,N,M,W,250,128,99,44,121,ALM,"Dam NW corner",NULL,NULL,Karrmann
7/5/2004,193.002,snrkl,Cp,4310471B36,R,M,W,265,129,99,44,120,ALM,BMI,NULL,NULL,Karrmann
7/30/2000,194.001,Hoop,Cp,43104B757F,N,M,NULL,NULL,120,90,50,NULL,ALM,"Arthur's Inlet",NULL,"VS evenly dark red (PIT added 10 MAY 03)",CERC
5/10/2003,194.002,Hoop,Cp,43104B757F,R,M,W,205,120,91,41,114,ALM,"Swamp Trail Inlet",NULL,NULL,Karrmann
7/2/2004,194.003,bask-p,Cp,43104B757F,R,M,W,212,121,92,42,115,ALM,BMI,NULL,NULL,Karrmann
8/3/2004,194.004,Hoop,Cp,43104B757F,R,M,W,235,121,92,43,115,ALM,BMI,NULL,"1 BASS- 1 SUNFISH- SHEDDING",Karrmann
8/14/2004,194.005,Hoop,Cp,43104B757F,R,M,W,213,120,92,42,115,ALM,BMI,NULL,NULL,Karrmann
9/16/2004,194.006,bask-p,Cp,43104B757F,R,M,W,219,120,91,41,114,ALM,BMI,NULL,NULL,Karrmann
7/18/2006,194.007,Hoop,Cp,43104B757F,R,M,A,225,118,90,40,114,ALM,"West Side",NULL,NULL,NULL
7/15/2003,195.001,hoop,Css,4310597F06,N,M,NULL,19000,446,327,NULL,273,TMR,TP,NULL,NULL,Karrmann
6/25/2004,195.002,hoop,Css,4310597F06,R,M,worn,13500,405,326,NULL,274,TMR,"NE corner",NULL,"(RESET TRAPS)  BATE BOX REPLACED",Karrmann
7/31/2004,195.003,hoop,Css,4310597F06,R,M,worn,13500,406,326,-,272,TMR,"NE corner",NULL,NULL,Karrmann
8/7/2004,195.004,hoop,Css,4310597F06,R,M,worn,16500,407,326,-,270,TMR,"NE corner",NULL,NULL,Karrmann
8/26/2014,195.005,Hoop,Css,4310597F06,R,M,"approx 70. yrs.",-,394,330,145,292,TAM,NULL,NULL,sardines,"SRMP TEAM 2014"
8/27/2014,195.006,Hoop,Css,4310597F06,R,M,"approx 70. yrs.",-,394,335,145,292,TAM,NULL,NULL,NULL,"SRMP TEAM 2014"
8/31/2002,196.001,bask-p,Cp,43106C1343,N,M,5+,130,98,74,36,92,ALM,BMI,NULL,"Possible notch at L1- not re-filed. Others refreshed",Karrmann
5/15/2004,196.002,Hoop,Cp,43106C1343,R,M,6+,123,98,75,36,93,ALM,DAM,NULL,picture,Karrmann
6/13/2004,196.003,Hoop,Cp,43106C1343,R,M,7+,128,100,76,37,94,ALM,BMI,NULL,NULL,Karrmann
7/20/2004,196.004,bask-m,Cp,43106C1343,R,M,4,132,100,75,36,94,ALM,BMI,NULL,NULL,Karrmann
6/25/2004,197.001,bask-p,Cp,43127E321F,N,F,W,367,136,106,53,128,ALM,BMI,NULL,NULL,Karrmann
7/28/2011,197.002,Hoop,cpp,43127E321F,R,F,worn,435,143,113,54,134,UPR,"rusty wagon",NULL,NULL,"MV- RC- KP"
5/21/2013,197.003,Hoop,Cp,43127E321F,R,F,W,454,145,113,55,135,ALM,"Picnic Rock",NULL,NULL,"MM- NYU"
7/17/2014,197.004,NULL,Cp,43127E321F,R,F,NULL,425,145,110,54,136,NULL,NE,Sardines,NULL,"EM- SSC"
7/22/2014,197.005,NULL,Cp,43127E321F,R,F,NULL,410,145,110,54,135,NULL,E,Catfood,NULL,"EM- SSC"
7/24/2014,197.006,NULL,Cp,43127E321F,R,F,NULL,420,143,110,50,139,NULL,E,Catfood,NULL,"EM- SSC"
7/7/2015,197.007,Hoop,Cp,43127E321F,R,F,NULL,425,145,113,54,136,ALM,East,NULL,Catfood,SSC
7/8/2015,197.008,Hoop,Cp,43127E321F,R,F,NULL,440,144,111,53,134,ALM,NULL,NULL,Sardines,"SSC - Ed"
7/17/2015,197.009,Hoop,Cp,43127E321F,R,F,NULL,437,145,107,54,136,ALM,East,NULL,NULL,NULL
8/3/2003,198.001,snrkl,Cp,43152C554D,N,F,9+,292,128,100,47,121,ALM,BMI,NULL,NULL,Karrmann
9/28/2003,199.001,hoop,Cp,431532260E,N,M,worn,291,140,101,46,129,SUT,"West side",NULL,"cleft right mandible",Karrmann
6/25/2004,199.002,hoop,Cp,431532260E,R,M,worn,296,141,101,45,128,SUT,"West side",NULL,"RIGHT MANDIBLE REDUCE (TRAP RESET)",Karrmann
6/27/2004,199.003,bask-m,Cp,431532260E,R,M,worn,294,140,100,46,129,SUT,"West side",NULL,"SPLIT ON BOTTOM OF MOUTH (JUMP OFF BASK- WAS CAUGHT)",Karrmann
7/23/2004,199.004,hoop,Cp,431532260E,R,M,worn,295,141,101,46,129,SUT,"West side",NULL,"SLIT IN HIS MOUTH",Karrmann
7/31/2004,199.005,hoop,Cp,431532260E,R,M,worn,306,141,102,47,129,SUT,"West side",NULL,NULL,Karrmann
9/16/2004,199.006,hoop,Cp,431532260E,R,M,worn,283,140,101,45,128,SUT,"West side",NULL,NULL,Karrmann
7/27/2010,199.007,Hoop,Cp,431532260E,R,M,W,309,141,101,46,129,SUT,"boat dock",NULL,shedding,NULL
7/20/2011,199.008,Hoop,cpp,431532260E,R,M,worn,314,141,100,45,128,SUT,swamp,NULL,NULL,"MV- SG"
7/21/2011,199.009,Hoop,cpp,431532260E,R,M,worn,314,141,100,45,128,SUT,swamp,NULL,shedding,"MV- RC- SG"
7/22/2011,199.01,Hoop,cpp,431532260E,R,M,worn,314,141,100,45,128,SUT,swamp,NULL,NULL,"MV- RC- SG"
7/27/2011,199.011,Hoop,cpp,431532260E,R,M,worn,306,141,103,47,132,SUT,swamp,NULL,NULL,"MV- MM"
7/28/2011,199.012,Hoop,cpp,431532260E,R,M,worn,318,142,102,46,130,SUT,swamp,NULL,NULL,"MV- MM"
8/28/2013,199.013,Hoop,Cp,431532260E,R,M,NULL,NULL,130,86,36,117,TAM,C,NULL,NULL,"SRMP TEAM 2013"
8/26/2014,199.014,Hoop,Cp,431532260E,R,M,A,290,133,97,41,127,TAM,NULL,NULL,sardines,"SRMP TEAM 2014"
9/15/2002,200.001,bask-p,Cp,43153B7901,N,F,W,168,103,86,39,98,ALM,BMI,NULL,"PIT added on 15-Sep-02",Karrmann
9/28/2002,200.002,bask-p,Cp,43153B7901,R,F,W,175,102,84,40,96,ALM,BMI,NULL,"PIT added on 15-Sep-02",Karrmann
5/4/2003,200.003,Hoop,Cp,43153B7901,R,F,8+,163,103,85,41,99,ALM,"Swamp Trail Inlet",NULL,"Dorsal offset (7-6mm.)",Karrmann
6/13/2004,200.004,Hoop,Cp,43153B7901,R,F,W,187,109,89,41,103,ALM,BMI,NULL,NULL,Karrmann
7/20/2004,200.005,bask-m,Cp,43153B7901,R,F,6,198,111,90,41,106,ALM,BMI,NULL,"IRREGULAR MARGINS PR4",Karrmann
7/19/2006,200.006,Hoop,Cp,43153B7901,R,F,A,255,122,94,46,117,ALM,"West Side",NULL,NULL,NULL
5/25/2010,200.007,Hoop,Cp,43153B7901,R,F,W,334,132,104,47,126,ALM,"Boat Launch",NULL,NULL,"NYU-ECE w/ MM"
6/14/2011,200.008,Hoop,Cp,43153B7901,R,F,3+,314,136,116,46,127,ALM,dock,NULL,NULL,"MV- JS. SG"
6/15/2011,200.009,Hoop,Cp,43153B7901,R,F,3+,314,136,116,46,127,ALM,damside,NULL,NULL,"MV- JS. SG"
6/23/2011,200.01,Hoop,Cp,43153B7901,R,F,3+,314,136,116,46,127,ALM,damside,NULL,NULL,MV
7/25/2014,200.011,NULL,Cp,43153B7901,R,F,NULL,365,138,103,53,133,NULL,E,Catfood,NULL,"EM- SSC"
5/10/2003,201.001,Hoop,Cp,43153F590E,N,F,W,309,130,103,51,124,ALM,"Swamp Trail Inlet",NULL,NULL,Karrmann
5/15/2004,202.001,Hoop,Cp,43154B4B52,N,M,5+,122,96,77,37,85,ALM,"swamp trail inlet",NULL,"picture- sudden depression margin of V2-3",Karrmann
10/5/2002,203.001,bask-p,Cp,4315501F07,N,F,NULL,358,141,102,51,132,ALM,BMI,NULL,"left right foot missing; L8-11 deformed PIT added 30 AUG 03",Karrmann
8/3/2003,203.002,snrkl,Cp,4315501F07,R,F,W,361,140,103,50,132,ALM,BMI,NULL,"Multiple irregular damage on L8-11- no left rear leg; well-healed wound",Karrmann
7/15/2008,204.001,Hoop,Cp,4315513A15,R,M,A,265,133,88,43,122,ALM,"Sweet Spot",NULL,NULL,NULL
6/2/1996,205.001,Hoop,Cp,4315527A23,N,F,NULL,NULL,133,98,NULL,NULL,ALM,"South End",NULL,"PIT # added 29 AUG 03",Brady
7/25/1997,205.002,Hoop,Cp,4315527A23,R,F,W,310,NULL,NULL,NULL,131,ALM,NULL,NULL,"PIT # added 29 AUG 03",McKinsey
8/27/2003,205.003,Hoop,Cp,4315527A23,R,F,W,363,140,109,51,133,ALM,BMI,NULL,NULL,Karrmann
8/24/2004,205.004,bask-m,Cp,4315527A23,R,F,-,361,138,103,48,130,ALM,BMI,NULL,NULL,Munson
9/7/2002,206.001,bask-p,Cp,43155C4529,*,M,worn,242,127,91,41,114,UPR,Dam,NULL,"Some Midlandish blotching      PIT added 26 AUG 03",Karrmann
9/15/2002,206.002,bask-p,Cp,43155C4529,*,M,worn,240,127,91,41,114,UPR,Dam,NULL,"Faint plastral blotching      PIT added 26 AUG 03",Karrmann
8/24/2003,206.003,bask-m,Cp,43155C4529,N,M,worn,242,129,92,41,117,UPR,"south cove",NULL,"distinct red lines/patterns on dorsal scutes (see Chopa)",Karrmann
6/25/2004,206.004,bask-m,Cp,43155C4529,R,M,worn,236,129,92,42,117,UPR,"south cove",NULL,"tumor on cheecks- CENTRAL BLOCH",Karrmann
7/2/2004,206.005,bask-m,Cp,43155C4529,R,M,worn,224,128,92,41,116,UPR,"south cove",NULL,"Tumor on cheeks",Karrmann
7/5/2004,206.006,bask-m,Cp,43155C4529,R,M,worn,232,129,93,41,116,UPR,"south cove",NULL,NULL,Karrmann
7/16/2004,206.007,bask-m,Cp,43155C4529,R,M,worn,229,128,93,42,116,UPR,"south cove",NULL,"beginning of swallowing cheeks",Karrmann
7/21/2004,206.008,bask-m,Cp,43155C4529,R,M,worn,225,129,92,40,116,UPR,"south cove",NULL,NULL,Karrmann
7/31/2004,206.009,bask-m,Cp,43155C4529,R,M,worn,231,128,93,42,115,UPR,"south cove",NULL,NULL,Karrmann
9/4/2004,206.01,bask-m,Cp,43155C4529,R,M,worn,236,128,92,40,115,UPR,"south cove",NULL,shedding,Karrmann
9/26/2004,206.011,bask-m,Cp,43155C4529,R,M,worn,241,127,92,42,115,UPR,"south cove",NULL,NULL,Karrmann
7/7/2010,206.012,Hoop,Cp,43155C4529,R,M,W,250,129,92,40,116,UPR,"fallen tree",NULL,"broken plastron",NULL
7/8/2010,206.013,Hoop,Cp,43155C4529,R,M,W,253,128,93,42,115,UPR,"fallen tree",NULL,NULL,"MV- MM- SK"
7/17/2014,206.014,NULL,Cp,43155C4529,R,M,NULL,250,129,91,40,117,NULL,NE,Sardines,NULL,"EM- SSC"
7/18/2014,206.015,NULL,Cp,43155C4529,R,M,W,253,130,91,41,119,NULL,NULL,Catfood,NULL,"EM- SSC"
7/10/2015,206.016,Hoop,Cp,43155C4529,R,M,NULL,265,130,92,91,118,ALM,NULL,NULL,Catfood,"SSC - Ed"
7/17/2015,206.017,Hoop,Cp,43155C4529,R,M,NULL,261,126,90,40,109,ALM,SE,NULL,NULL,NULL
8/26/2015,206.018,Hoop,Cp,43155C4529,R,M,N/A,275,112,79,NULL,103,ALM,NULL,NULL,NULL,NULL
8/14/2002,207.001,Hoop,Cp,43155C7477,N,M,W,222,124,94,43,116,ALM,"Dam NW corner",NULL,"Very dark- red plastron; carapace has metallic shine; PIT added 3 AUG 03",Karrmann
8/3/2003,207.002,snrkl,Cp,43155C7477,R,M,W,234,124,94,44,117,ALM,BMI,NULL,NULL,Karrmann
7/7/2010,208.001,Hoop,Cp,43155E4C2B,R,F,W,511,154,121,58,145,UPR,"fallen tree",NULL,"nostril gash",NULL
7/8/2010,208.002,Hoop,Cp,43155E4C2B,R,F,W,526,154,120,56,145,UPR,"fallen tree",NULL,NULL,NULL
7/20/2010,208.003,Hoop,Cp,43155E4C2B,R,F,W,530,154,121,58,145,UPR,"near beach",NULL,NULL,"MV- KP"
7/22/2010,208.004,Hoop,Cp,43155E4C2B,R,F,W,534,154,121,58,145,UPR,"near beach",NULL,NULL,"MV- AW"
8/31/2002,208.005,bask-p,Cp,43155E4C2B,*,F,worn,501,153,118,58,143,UPR,Dam,NULL,"Carapace raised lengthwise v1-v5- width across LC2- v2- RC2.  ""Depressed"" over all four limbs    PIT added 08 SEP 03",Karrmann
9/7/2002,208.006,bask-p,Cp,43155E4C2B,*,F,2,505,153,118,58,144,UPR,Dam,NULL,"PIT added 08 SEP 03",Karrmann
9/6/2003,208.007,bask-m,Cp,43155E4C2B,N,F,worn,506,154,119,59,145,UPR,"south cove",NULL,"turtles surfacing basking",Karrmann
9/22/2002,209.001,bask-p,Cp,43155F3A15,R,M,W,255,132,92,43,122,ALM,BMI,NULL,"PIT added 12 OCT 03",Karrmann
10/13/2002,209.002,bask-p,Cp,43155F3A15,R,M,W,259,133,94,44,121,ALM,BMI,NULL,"plastral pocking PIT added 12 OCT 03",Karrmann
9/21/2003,209.003,Hoop,Cp,43155F3A15,N,M,W,260,134,93,43,122,ALM,BMI,NULL,NULL,Karrmann
10/12/2003,209.004,bask-p,Cp,43155F3A15,R,M,W,263,134,92,43,122,ALM,BMI,NULL,shedding,Karrmann
8/3/2004,209.005,Hoop,Cp,43155F3A15,R,M,W,260,132,94,44,123,ALM,BMI,NULL,"1 BASS- 1 SUNFISH",Karrmann
8/14/2004,209.006,Hoop,Cp,43155F3A15,R,M,W,254,133,93,43,122,ALM,BMI,NULL,SHEDDING,Karrmann
7/19/2006,209.007,Hoop,Cp,43155F3A15,R,M,A,250,132,93,43,121,ALM,"West Side",NULL,NULL,NULL
6/15/2010,209.008,Hoop,Cp,43155F3A15,R,M,W,258,132,91,44,120,ALM,Cove,NULL,NULL,MV
6/22/2010,209.009,Hoop,Cp,43155F3A15,R,M,W,252,131,90,43,122,ALM,Cove,NULL,"scar on 1st dorsal plate",WS
6/23/2010,209.01,Hoop,Cp,43155F3A15,R,M,W,252,132,91,41,122,ALM,Cove,NULL,"crack on carapace","MV- KP"
6/16/2011,209.011,Hoop,Cp,43155F3A15,R,M,W,260,134,94,43,124,ALM,dock,NULL,"scar top right carapace-dents in plastron","MV- JS. SG"
7/13/2011,209.012,Hoop,Cp,43155F3A15,R,F,W,261,130,89,43,111,ALM,"sweet spot",NULL,NULL,MM
5/10/2003,210.001,Hoop,Cp,4315655E3E,N,M,W,242,125,98,44,115,ALM,"Swamp Trail Inlet",NULL,NULL,Karrmann
7/19/2003,210.002,Hoop,Cp,4315655E3E,R,M,W,266,127,98,43,117,ALM,BMI,NULL,NULL,"Karrmann\ Schuster"
10/5/2003,210.003,bask-p,Cp,4315655E3E,R,M,W,262,126,97,44,116,ALM,BMI,NULL,shedding,Karrmann
6/25/2004,210.004,snrkl,Cp,4315655E3E,R,M,W,267,127,97,44,117,ALM,BMI,NULL,"PARTIAL BLOTCHING",Karrmann
7/20/2004,210.005,Hoop,Cp,4315655E3E,R,M,W,260,128,97,44,117,ALM,BMI,NULL,"CARAPACE NOTCH LOOKS OLD",Karrmann
8/3/2003,211.001,snrkl,Cp,435F6D3566,N,F,9+,290,129,96,50,125,ALM,BMI,NULL,NULL,Karrmann
8/24/2003,211.002,snrkl,Cp,435F6D3566,R,F,8+,286,128,97,51,124,ALM,"SE corner",NULL,NULL,Karrmann
6/21/2004,211.003,snrkl,Cp,435F6D3566,R,F,7+,284,128,96,50,124,ALM,BMI,NULL,NULL,Karrmann
7/20/2004,211.004,bask-m,Cp,435F6D3566,R,F,9+,279,128,96,45,125,ALM,BMI,NULL,NULL,Karrmann
7/14/2010,212.001,Hoop,Cp,435F713838,R,F,W,412,147,106,48,138,ALM,Cove,NULL,NULL,MM
9/7/2002,213.001,bask-p,Cp,435F713B39,N,F,W,242,122,95,44,115,ALM,BMI,NULL,"Small notch R2. Natural? Margin of R5-6 questionable notch PIT added 26 AUG 03",Karrmann
9/22/2002,213.001,bask-p,Cp,435F713B39,R,F,9+,257,123,96,45,116,ALM,BMI,NULL,"PIT added 26 AUG 03",Karrmann
8/24/2003,213.001,snrkl,Cp,435F713B39,R,F,8+,272,127,98,47,119,ALM,"SE corner",NULL,NULL,Karrmann
6/21/2004,213.001,Hoop,Cp,435F713B39,R,F,8+,279,131,100,51,122,ALM,BMI,NULL,NULL,Karrmann
7/5/2004,213.001,bask-p,Cp,435F713B39,R,F,9+,289,133,101,46,124,ALM,BMI,NULL,NULL,Karrmann
8/14/2004,213.001,Hoop,Cp,435F713B39,R,F,9+,308,134,103,48,126,ALM,BMI,NULL,NULL,Karrmann
7/19/2006,213.001,Hoop,Cp,435F713B39,R,M,A,346,141,104,47,133,ALM,"Swamp Trail Inlet",NULL,NULL,NULL
8/29/2006,213.001,Hoop,Cp,435F713B39,R,F,NULL,385,144,103,51,135,ALM,NULL,NULL,RAINING,ws
7/23/2014,213.001,NULL,Cp,435F713B39,R,M,NULL,260,134,94,43,125,NULL,E,Catfood,NULL,"EM- SSC"
9/15/2002,214.001,bask-p,Cp,435F7A6572,N,M,W,155,107,84,37,103,ALM,BMI,NULL,"PIT added 26 AUG 03",Karrmann
10/5/2002,214.002,bask-p,Cp,435F7A6572,R,M,W,149,110,85,35,103,ALM,BMI,NULL,"PIT added 26 AUG 03",Karrmann
8/17/2003,214.003,Hoop,Cp,435F7A6572,R,M,12+,149,110,86,36,105,ALM,BMI,NULL,"Turtles surface basking",Karrmann
8/14/2004,214.004,Hoop,Cp,435F7A6572,R,M,6+,155,111,87,37,107,ALM,BMI,NULL,NULL,Karrmann
8/24/2004,214.005,bask-m,Cp,435F7A6572,R,M,-,157,119,82,36,115,ALM,BMI,NULL,NULL,Munson
7/18/2006,214.006,Hoop,Cp,435F7A6572,R,M,J,145,115,85,42,110,ALM,"Arthur's Inlet",NULL,NULL,NULL
7/25/2003,215.001,Hoop,Cp,43600A6041,N,M,8+,154,122,87,36,106,ALM,BMI,NULL,NULL,Karrmann
7/11/2004,215.002,snrkl,Cp,43600A6041,R,M,W,180,115,87,44,108,ALM,BMI,NULL,NULL,Karrmann
7/18/2006,215.003,Hoop,Cp,43600A6041,R,M,J,180,116,87,37,109,ALM,"West Side",NULL,NULL,NULL
7/7/2010,215.004,Hoop,Cp,43600A6041,R,M,W,203,122,90,39,114,UPR,"by beach",NULL,"notch in plastron & bent- missing R front claw","WS- KP- MV- SK- LS"
7/27/2011,215.005,Hoop,cpp,43600A6041,R,M,NULL,203,125,99,39,114,UPR,"rusty wagon",NULL,NULL,"MV- CR"
7/7/2010,216.001,Hoop,Cp,46604C296C,N,F,5+,208,125,89,39,117,ALM,"Dam Cove",NULL,"dent in shell","MV- JB"
7/29/2010,216.002,Hoop,Cp,46604C296C,R,F,8,209,127,92,40,119,ALM,Damside,NULL,NULL,NULL
6/1/2011,217.001,Hoop,cpp,46614A5844,N,F,6+,267,129,96,46,119,UPR,inlet,NULL,NULL,"MV- GS- C"
7/22/2013,217.002,Hoop,Cp,46614A5844,R,F,NULL,345,140,103,50,129,ALM,INLET,NULL,NULL,Falk/Florio
7/24/2014,218.001,NULL,Cp,46622D2406,N,M,NULL,200,117,89,40,111,NULL,E,Catfood,NULL,"EM- SSC"
6/10/2011,219.001,Hoop,Cp,466428210C,N,F,8+,247,127,89,43,118,ALM,damside,NULL,"missing toes on left back leg and part of tail","MV- JS- RC- KP- SG"
7/24/2014,220.001,NULL,Cp,466626772B,R,M,NULL,230,124,90,43,115,NULL,NW,Catfood,NULL,"EM- SSC"
8/28/2014,221.001,Hoop,Cp,4668A25245B,R,M,10+,300,NULL,NULL,NULL,NULL,ALM,NULL,NULL,-,"SRMP TEAM 2014"
7/27/2011,222.001,Hoop,Cp,466926772B,R,M,5,212,113,99,43,NULL,UPR,NULL,NULL,"rusty wagon","MV- CR"
5/21/2013,222.002,Hoop,Cp,466926772B,R,M,A,230,121,91,44,116,ALM,"Picnic Rock",NULL,NULL,"MM- NYU"
7/22/2013,222.003,Hoop,Cp,466926772B,R,M,NULL,228,110,90,40,110,ALM,"Dam - NW corner",NULL,NULL,Falk/Florio
7/17/2014,222.004,NULL,Cp,466926772B,R,M,NULL,235,124,92,44,114,NULL,NE,Catfood,NULL,"EM- SSC"
7/18/2014,222.005,NULL,Cp,466926772B,R,M,W,230,123,92,43,113,NULL,"Picnic Rock",Fish,NULL,"EM- SSC"
7/27/2010,223.001,Hoop,Cp,4669420A2A,N,M,5,129,98,80,37,93,UPR,"fallen tree",NULL,NULL,"MV. SK- KP"
7/17/2014,224.001,NULL,Cp,466947432E,N,M,NULL,180,111,83,49,105,NULL,NE,Sardines,NULL,"EM- SSC"
7/28/2011,225.001,Hoop,Cp,4669777F74,N,F,5+,310,128,97,50,120,ALM,beach,NULL,NULL,"MV- RC- KP"
7/18/2014,225.002,NULL,Cp,4669777F74,R,F,W,373,137,101,52,130,NULL,NULL,Catfood,NULL,"EM- SSC"
7/22/2014,225.003,NULL,Cp,4669777F74,R,F,NULL,365,135,100,51,130,NULL,E,Tuna,NULL,"EM- SSC"
7/27/2011,226.001,Hoop,Cp,46697C6251,N,M,3+,171,114,86,40,108,ALM,damside,NULL,NULL,"MV- CR"
7/23/2014,226.002,NULL,Cp,46697C6251,R,M,NULL,220,125,94,40,115,NULL,E,Tuna,NULL,"EM- SSC"
7/8/2015,226.003,Hoop,Cp,46697C6251,R,M,NULL,215,125,87,42,117,ALM,NULL,NULL,Sardines,"SSC - Ed"
7/17/2015,226.004,Hoop,Cp,46697C6251,R,M,NULL,215,124,86,41,116,ALM,SE,NULL,NULL,NULL
8/25/2015,226.005,Hoop,Cp,46697C6251,R,M,A,220,89,124,NULL,117,ALM,NULL,NULL,NULL,NULL
7/17/2014,227.001,NULL,Cp,46697F6301,N,M,NULL,NULL,116,95,40,116,NULL,NE,Sardines,NULL,"EM- SSC"
7/24/2014,228.001,NULL,Cp,466A0D062,R,M,NULL,230,121,94,41,111,NULL,E,Catfood,NULL,"EM- SSC"
7/22/2014,229.001,NULL,Cp,466A0D062C,N,M,NULL,230,120,94,48,109,NULL,E,Catfood,NULL,"EM- SSC"
7/18/2014,230.001,NULL,Cp,466A1F4770,R,M,W,160,113,84,38,104,NULL,"Picnic Rock",Fish,"Fungus on Shell","EM- SSC"
8/25/2015,231.001,Hoop,Cp,466A1F4770,R,M,J,180,114,86,NULL,106,ALM,NULL,NULL,NULL,NULL
6/17/2011,232.001,Hoop,Cp,466A1F477D,N,M,2+,131,103,78,36,94,ALM,dock,NULL,NULL,"MV- JS. SG"
5/21/2013,232.002,Hoop,Cp,466A1F477D,R,M,A,154,109,83,44,104,ALM,"Dam Cove",NULL,NULL,"MM- NYU"
7/8/2015,232.003,Hoop,Cp,466A1F477D,R,M,NULL,175,115,87,38,108,ALM,NULL,NULL,Sardines,"SSC - Ed"
7/14/2015,232.004,Hoop,Cp,466A1F477D,R,M,5+,176,115,82,38,107,ALM,North,NULL,"Cloaca - 17.19- Tail - 42.43","SSC - Seth"
6/23/2011,233.001,Hoop,Cp,466A243A59,N,M,3+,144,101,80,39,93,ALM,dock,NULL,NULL,"MV- RC"
7/15/2014,233.002,hoop,Css,466a243a59,NULL,M,worn,195,115,88,38,105,SPG,Diverson,NULL,NULL,NULL
6/10/2011,234.001,Hoop,Cp,466A25245B,N,M,W,291,138,99,44,124,ALM,damside,NULL,NULL,"MV- JS- RC- KP- SG"
6/14/2011,234.002,Hoop,Cp,466A25245B,R,M,1+,297,137,99,43,124,ALM,dock,NULL,NULL,"MV- JS. SG"
6/17/2011,234.003,Hoop,Cp,466A25245B,R,M,W,291,138,99,44,124,ALM,dock,NULL,NULL,"MV- JS. SG"
8/28/2014,234.004,-,Cp,466A25245B,R,M,A,300,140,97,43,127,ALM,NULL,NULL,"on log- jumped off","SRMP TEAM 2014"
7/8/2015,234.005,Hoop,Cp,466A25245B,R,M,NULL,305,134,95,46,125,ALM,NULL,NULL,Sardines,"SSC - Ed"
7/17/2015,234.006,Hoop,Css,466A25245B,R,M,NULL,292,139,94,45,125,ALM,East,NULL,NULL,NULL
7/7/2010,235.001,Hoop,Cp,466A6B513B,N,F,W,366,141,105,49,134,UPR,"by beach",NULL,"extra scute on plastron",NULL
7/8/2010,235.002,Hoop,Cp,466A6B513B,R,F,W,358,141,105,49,134,UPR,"fallen tree",NULL,NULL,NULL
